participant.id,camera,size,pinch.to.zoom,rubberbanding,price,rating
26,8mp,6.4in,No,No,$499,58
26,8mp,6.4in,No,No,$659,60
26,8mp,6.4in,No,Yes,$199,64
26,8mp,6.4in,No,Yes,$359,60
26,8mp,6.4in,No,Yes,$499,48
26,8mp,6.4in,No,Yes,$659,50
26,8mp,6.4in,Yes,No,$199,52
26,8mp,6.4in,Yes,No,$359,52
26,8mp,6.4in,Yes,No,$499,59
26,8mp,6.4in,Yes,No,$659,43
26,8mp,6.4in,Yes,Yes,$199,51
26,8mp,6.4in,Yes,Yes,$359,53
26,8mp,6.4in,Yes,Yes,$499,45
26,8mp,6.4in,Yes,Yes,$659,59
27,12mp,5.8in,No,No,$199,67
27,12mp,5.8in,No,No,$359,53
27,12mp,5.8in,No,No,$499,55
27,12mp,5.8in,No,No,$659,54
27,12mp,5.8in,No,Yes,$199,71
27,12mp,5.8in,No,Yes,$359,68
27,12mp,5.8in,No,Yes,$499,65
27,12mp,5.8in,No,Yes,$659,59
27,12mp,5.8in,Yes,No,$199,72
27,12mp,5.8in,Yes,No,$359,41
27,12mp,5.8in,Yes,No,$499,53
27,12mp,5.8in,Yes,No,$659,62
27,12mp,5.8in,Yes,Yes,$199,61
27,12mp,5.8in,Yes,Yes,$359,65
27,12mp,5.8in,Yes,Yes,$499,66
27,12mp,5.8in,Yes,Yes,$659,59
27,12mp,6.1in,No,No,$199,60
27,12mp,6.1in,No,No,$359,59
27,12mp,6.1in,No,No,$499,52
27,12mp,6.1in,No,No,$659,65
27,12mp,6.1in,No,Yes,$199,69
27,12mp,6.1in,No,Yes,$359,67
27,12mp,6.1in,No,Yes,$499,57
27,12mp,6.1in,No,Yes,$659,60
27,12mp,6.1in,Yes,No,$199,63
27,12mp,6.1in,Yes,No,$359,70
27,12mp,6.1in,Yes,No,$499,65
27,12mp,6.1in,Yes,No,$659,58
27,12mp,6.1in,Yes,Yes,$199,53
27,12mp,6.1in,Yes,Yes,$359,54
27,12mp,6.1in,Yes,Yes,$499,76
27,12mp,6.1in,Yes,Yes,$659,54
27,12mp,6.4in,No,No,$199,61
27,12mp,6.4in,No,No,$359,52
27,12mp,6.4in,No,No,$499,55
27,12mp,6.4in,No,No,$659,71
27,12mp,6.4in,No,Yes,$199,78
27,12mp,6.4in,No,Yes,$359,60
27,12mp,6.4in,No,Yes,$499,57
27,12mp,6.4in,No,Yes,$659,49
27,12mp,6.4in,Yes,No,$199,51
27,12mp,6.4in,Yes,No,$359,75
27,12mp,6.4in,Yes,No,$499,52
27,12mp,6.4in,Yes,No,$659,62
27,12mp,6.4in,Yes,Yes,$199,73
27,12mp,6.4in,Yes,Yes,$359,59
27,12mp,6.4in,Yes,Yes,$499,61
27,12mp,6.4in,Yes,Yes,$659,62
27,3mp,5.8in,No,No,$199,61
27,3mp,5.8in,No,No,$359,66
27,3mp,5.8in,No,No,$499,54
27,3mp,5.8in,No,No,$659,61
27,3mp,5.8in,No,Yes,$199,59
27,3mp,5.8in,No,Yes,$359,57
27,3mp,5.8in,No,Yes,$499,60
27,3mp,5.8in,No,Yes,$659,40
27,3mp,5.8in,Yes,No,$199,64
27,3mp,5.8in,Yes,No,$359,40
27,3mp,5.8in,Yes,No,$499,53
27,3mp,5.8in,Yes,No,$659,55
27,3mp,5.8in,Yes,Yes,$199,64
27,3mp,5.8in,Yes,Yes,$359,58
27,3mp,5.8in,Yes,Yes,$499,52
27,3mp,5.8in,Yes,Yes,$659,65
27,3mp,6.1in,No,No,$199,58
27,3mp,6.1in,No,No,$359,49
27,3mp,6.1in,No,No,$499,61
27,3mp,6.1in,No,No,$659,53
27,3mp,6.1in,No,Yes,$199,64
27,3mp,6.1in,No,Yes,$359,56
27,3mp,6.1in,No,Yes,$499,60
27,3mp,6.1in,No,Yes,$659,50
27,3mp,6.1in,Yes,No,$199,56
27,3mp,6.1in,Yes,No,$359,60
27,3mp,6.1in,Yes,No,$499,60
27,3mp,6.1in,Yes,No,$659,59
27,3mp,6.1in,Yes,Yes,$199,61
27,3mp,6.1in,Yes,Yes,$359,66
27,3mp,6.1in,Yes,Yes,$499,65
27,3mp,6.1in,Yes,Yes,$659,53
27,3mp,6.4in,No,No,$199,53
27,3mp,6.4in,No,No,$359,49
27,3mp,6.4in,No,No,$499,62
27,3mp,6.4in,No,No,$659,66
27,3mp,6.4in,No,Yes,$199,55
27,3mp,6.4in,No,Yes,$359,60
27,3mp,6.4in,No,Yes,$499,61
27,3mp,6.4in,No,Yes,$659,53
27,3mp,6.4in,Yes,No,$199,57
27,3mp,6.4in,Yes,No,$359,51
27,3mp,6.4in,Yes,No,$499,43
27,3mp,6.4in,Yes,No,$659,66
27,3mp,6.4in,Yes,Yes,$199,52
27,3mp,6.4in,Yes,Yes,$359,68
27,3mp,6.4in,Yes,Yes,$499,58
27,3mp,6.4in,Yes,Yes,$659,44
27,8mp,5.8in,No,No,$199,61
27,8mp,5.8in,No,No,$359,55
27,8mp,5.8in,No,No,$499,44
27,8mp,5.8in,No,No,$659,56
27,8mp,5.8in,No,Yes,$199,50
27,8mp,5.8in,No,Yes,$359,64
27,8mp,5.8in,No,Yes,$499,81
27,8mp,5.8in,No,Yes,$659,59
27,8mp,5.8in,Yes,No,$199,63
27,8mp,5.8in,Yes,No,$359,69
27,8mp,5.8in,Yes,No,$499,57
27,8mp,5.8in,Yes,No,$659,67
27,8mp,5.8in,Yes,Yes,$199,59
27,8mp,5.8in,Yes,Yes,$359,64
27,8mp,5.8in,Yes,Yes,$499,64
27,8mp,5.8in,Yes,Yes,$659,57
27,8mp,6.1in,No,No,$199,70
27,8mp,6.1in,No,No,$359,61
27,8mp,6.1in,No,No,$499,62
27,8mp,6.1in,No,No,$659,66
27,8mp,6.1in,No,Yes,$199,63
27,8mp,6.1in,No,Yes,$359,72
27,8mp,6.1in,No,Yes,$499,59
27,8mp,6.1in,No,Yes,$659,64
27,8mp,6.1in,Yes,No,$199,58
27,8mp,6.1in,Yes,No,$359,55
27,8mp,6.1in,Yes,No,$499,51
27,8mp,6.1in,Yes,No,$659,78
27,8mp,6.1in,Yes,Yes,$199,64
27,8mp,6.1in,Yes,Yes,$359,56
27,8mp,6.1in,Yes,Yes,$499,72
27,8mp,6.1in,Yes,Yes,$659,69
27,8mp,6.4in,No,No,$199,74
27,8mp,6.4in,No,No,$359,57
27,8mp,6.4in,No,No,$499,57
27,8mp,6.4in,No,No,$659,59
27,8mp,6.4in,No,Yes,$199,71
27,8mp,6.4in,No,Yes,$359,54
27,8mp,6.4in,No,Yes,$499,59
27,8mp,6.4in,No,Yes,$659,51
27,8mp,6.4in,Yes,No,$199,65
27,8mp,6.4in,Yes,No,$359,68
27,8mp,6.4in,Yes,No,$499,73
27,8mp,6.4in,Yes,No,$659,54
27,8mp,6.4in,Yes,Yes,$199,64
27,8mp,6.4in,Yes,Yes,$359,66
27,8mp,6.4in,Yes,Yes,$499,68
27,8mp,6.4in,Yes,Yes,$659,50
28,12mp,5.8in,No,No,$199,46
28,12mp,5.8in,No,No,$359,54
28,12mp,5.8in,No,No,$499,45
28,12mp,5.8in,No,No,$659,58
28,12mp,5.8in,No,Yes,$199,62
28,12mp,5.8in,No,Yes,$359,68
28,12mp,5.8in,No,Yes,$499,52
28,12mp,5.8in,No,Yes,$659,54
28,12mp,5.8in,Yes,No,$199,46
28,12mp,5.8in,Yes,No,$359,57
28,12mp,5.8in,Yes,No,$499,48
28,12mp,5.8in,Yes,No,$659,57
28,12mp,5.8in,Yes,Yes,$199,65
28,12mp,5.8in,Yes,Yes,$359,61
28,12mp,5.8in,Yes,Yes,$499,57
28,12mp,5.8in,Yes,Yes,$659,45
28,12mp,6.1in,No,No,$199,50
28,12mp,6.1in,No,No,$359,45
28,12mp,6.1in,No,No,$499,58
28,12mp,6.1in,No,No,$659,37
28,12mp,6.1in,No,Yes,$199,56
28,12mp,6.1in,No,Yes,$359,49
28,12mp,6.1in,No,Yes,$499,53
28,12mp,6.1in,No,Yes,$659,46
28,12mp,6.1in,Yes,No,$199,63
28,12mp,6.1in,Yes,No,$359,44
28,12mp,6.1in,Yes,No,$499,53
28,12mp,6.1in,Yes,No,$659,42
28,12mp,6.1in,Yes,Yes,$199,60
28,12mp,6.1in,Yes,Yes,$359,73
28,12mp,6.1in,Yes,Yes,$499,51
28,12mp,6.1in,Yes,Yes,$659,62
28,12mp,6.4in,No,No,$199,58
28,12mp,6.4in,No,No,$359,55
28,12mp,6.4in,No,No,$499,68
28,12mp,6.4in,No,No,$659,51
28,12mp,6.4in,No,Yes,$199,48
28,12mp,6.4in,No,Yes,$359,48
28,12mp,6.4in,No,Yes,$499,63
28,12mp,6.4in,No,Yes,$659,52
28,12mp,6.4in,Yes,No,$199,65
28,12mp,6.4in,Yes,No,$359,61
28,12mp,6.4in,Yes,No,$499,59
28,12mp,6.4in,Yes,No,$659,58
28,12mp,6.4in,Yes,Yes,$199,55
28,12mp,6.4in,Yes,Yes,$359,65
28,12mp,6.4in,Yes,Yes,$499,37
28,12mp,6.4in,Yes,Yes,$659,51
28,3mp,5.8in,No,No,$199,60
28,3mp,5.8in,No,No,$359,56
28,3mp,5.8in,No,No,$499,42
28,3mp,5.8in,No,No,$659,52
28,3mp,5.8in,No,Yes,$199,52
28,3mp,5.8in,No,Yes,$359,55
28,3mp,5.8in,No,Yes,$499,65
28,3mp,5.8in,No,Yes,$659,36
28,3mp,5.8in,Yes,No,$199,66
28,3mp,5.8in,Yes,No,$359,56
28,3mp,5.8in,Yes,No,$499,51
28,3mp,5.8in,Yes,No,$659,50
28,3mp,5.8in,Yes,Yes,$199,64
28,3mp,5.8in,Yes,Yes,$359,53
28,3mp,5.8in,Yes,Yes,$499,55
28,3mp,5.8in,Yes,Yes,$659,37
28,3mp,6.1in,No,No,$199,56
28,3mp,6.1in,No,No,$359,47
28,3mp,6.1in,No,No,$499,51
28,3mp,6.1in,No,No,$659,49
28,3mp,6.1in,No,Yes,$199,55
28,3mp,6.1in,No,Yes,$359,49
28,3mp,6.1in,No,Yes,$499,48
28,3mp,6.1in,No,Yes,$659,47
28,3mp,6.1in,Yes,No,$199,49
28,3mp,6.1in,Yes,No,$359,43
28,3mp,6.1in,Yes,No,$499,51
28,3mp,6.1in,Yes,No,$659,54
28,3mp,6.1in,Yes,Yes,$199,55
28,3mp,6.1in,Yes,Yes,$359,43
28,3mp,6.1in,Yes,Yes,$499,58
28,3mp,6.1in,Yes,Yes,$659,43
28,3mp,6.4in,No,No,$199,57
28,3mp,6.4in,No,No,$359,47
28,3mp,6.4in,No,No,$499,49
28,3mp,6.4in,No,No,$659,31
28,3mp,6.4in,No,Yes,$199,49
28,3mp,6.4in,No,Yes,$359,46
28,3mp,6.4in,No,Yes,$499,48
28,3mp,6.4in,No,Yes,$659,49
28,3mp,6.4in,Yes,No,$199,55
28,3mp,6.4in,Yes,No,$359,40
28,3mp,6.4in,Yes,No,$499,53
28,3mp,6.4in,Yes,No,$659,54
28,3mp,6.4in,Yes,Yes,$199,54
28,3mp,6.4in,Yes,Yes,$359,63
28,3mp,6.4in,Yes,Yes,$499,48
28,3mp,6.4in,Yes,Yes,$659,48
28,8mp,5.8in,No,No,$199,54
28,8mp,5.8in,No,No,$359,46
28,8mp,5.8in,No,No,$499,42
28,8mp,5.8in,No,No,$659,53
28,8mp,5.8in,No,Yes,$199,60
28,8mp,5.8in,No,Yes,$359,50
28,8mp,5.8in,No,Yes,$499,66
28,8mp,5.8in,No,Yes,$659,43
28,8mp,5.8in,Yes,No,$199,58
28,8mp,5.8in,Yes,No,$359,68
28,8mp,5.8in,Yes,No,$499,52
28,8mp,5.8in,Yes,No,$659,42
28,8mp,5.8in,Yes,Yes,$199,45
28,8mp,5.8in,Yes,Yes,$359,59
28,8mp,5.8in,Yes,Yes,$499,51
28,8mp,5.8in,Yes,Yes,$659,58
28,8mp,6.1in,No,No,$199,51
28,8mp,6.1in,No,No,$359,52
28,8mp,6.1in,No,No,$499,53
28,8mp,6.1in,No,No,$659,53
28,8mp,6.1in,No,Yes,$199,57
28,8mp,6.1in,No,Yes,$359,50
28,8mp,6.1in,No,Yes,$499,56
28,8mp,6.1in,No,Yes,$659,42
28,8mp,6.1in,Yes,No,$199,70
28,8mp,6.1in,Yes,No,$359,64
28,8mp,6.1in,Yes,No,$499,50
28,8mp,6.1in,Yes,No,$659,53
28,8mp,6.1in,Yes,Yes,$199,63
28,8mp,6.1in,Yes,Yes,$359,51
28,8mp,6.1in,Yes,Yes,$499,60
28,8mp,6.1in,Yes,Yes,$659,53
28,8mp,6.4in,No,No,$199,58
28,8mp,6.4in,No,No,$359,65
28,8mp,6.4in,No,No,$499,46
28,8mp,6.4in,No,No,$659,51
28,8mp,6.4in,No,Yes,$199,42
28,8mp,6.4in,No,Yes,$359,58
28,8mp,6.4in,No,Yes,$499,58
28,8mp,6.4in,No,Yes,$659,41
28,8mp,6.4in,Yes,No,$199,55
28,8mp,6.4in,Yes,No,$359,59
28,8mp,6.4in,Yes,No,$499,37
28,8mp,6.4in,Yes,No,$659,43
28,8mp,6.4in,Yes,Yes,$199,52
28,8mp,6.4in,Yes,Yes,$359,65
28,8mp,6.4in,Yes,Yes,$499,50
28,8mp,6.4in,Yes,Yes,$659,55
29,12mp,5.8in,No,No,$199,69
29,12mp,5.8in,No,No,$359,51
29,12mp,5.8in,No,No,$499,54
29,12mp,5.8in,No,No,$659,46
29,12mp,5.8in,No,Yes,$199,59
29,12mp,5.8in,No,Yes,$359,50
29,12mp,5.8in,No,Yes,$499,56
29,12mp,5.8in,No,Yes,$659,48
29,12mp,5.8in,Yes,No,$199,58
29,12mp,5.8in,Yes,No,$359,57
29,12mp,5.8in,Yes,No,$499,52
29,12mp,5.8in,Yes,No,$659,59
29,12mp,5.8in,Yes,Yes,$199,56
29,12mp,5.8in,Yes,Yes,$359,55
29,12mp,5.8in,Yes,Yes,$499,47
29,12mp,5.8in,Yes,Yes,$659,54
29,12mp,6.1in,No,No,$199,52
29,12mp,6.1in,No,No,$359,52
29,12mp,6.1in,No,No,$499,47
29,12mp,6.1in,No,No,$659,51
29,12mp,6.1in,No,Yes,$199,67
29,12mp,6.1in,No,Yes,$359,53
29,12mp,6.1in,No,Yes,$499,54
29,12mp,6.1in,No,Yes,$659,50
29,12mp,6.1in,Yes,No,$199,58
29,12mp,6.1in,Yes,No,$359,59
29,12mp,6.1in,Yes,No,$499,45
29,12mp,6.1in,Yes,No,$659,45
29,12mp,6.1in,Yes,Yes,$199,66
29,12mp,6.1in,Yes,Yes,$359,50
29,12mp,6.1in,Yes,Yes,$499,57
29,12mp,6.1in,Yes,Yes,$659,44
29,12mp,6.4in,No,No,$199,56
29,12mp,6.4in,No,No,$359,60
29,12mp,6.4in,No,No,$499,51
29,12mp,6.4in,No,No,$659,56
29,12mp,6.4in,No,Yes,$199,47
29,12mp,6.4in,No,Yes,$359,53
29,12mp,6.4in,No,Yes,$499,59
29,12mp,6.4in,No,Yes,$659,61
29,12mp,6.4in,Yes,No,$199,66
29,12mp,6.4in,Yes,No,$359,58
29,12mp,6.4in,Yes,No,$499,46
29,12mp,6.4in,Yes,No,$659,70
29,12mp,6.4in,Yes,Yes,$199,54
29,12mp,6.4in,Yes,Yes,$359,56
29,12mp,6.4in,Yes,Yes,$499,55
29,12mp,6.4in,Yes,Yes,$659,58
29,3mp,5.8in,No,No,$199,53
29,3mp,5.8in,No,No,$359,55
29,3mp,5.8in,No,No,$499,53
29,3mp,5.8in,No,No,$659,44
29,3mp,5.8in,No,Yes,$199,53
29,3mp,5.8in,No,Yes,$359,49
29,3mp,5.8in,No,Yes,$499,52
29,3mp,5.8in,No,Yes,$659,38
29,3mp,5.8in,Yes,No,$199,56
29,3mp,5.8in,Yes,No,$359,47
29,3mp,5.8in,Yes,No,$499,46
29,3mp,5.8in,Yes,No,$659,48
29,3mp,5.8in,Yes,Yes,$199,59
29,3mp,5.8in,Yes,Yes,$359,46
29,3mp,5.8in,Yes,Yes,$499,58
29,3mp,5.8in,Yes,Yes,$659,55
29,3mp,6.1in,No,No,$199,60
29,3mp,6.1in,No,No,$359,60
29,3mp,6.1in,No,No,$499,41
29,3mp,6.1in,No,No,$659,43
29,3mp,6.1in,No,Yes,$199,54
29,3mp,6.1in,No,Yes,$359,49
29,3mp,6.1in,No,Yes,$499,48
29,3mp,6.1in,No,Yes,$659,37
29,3mp,6.1in,Yes,No,$199,55
29,3mp,6.1in,Yes,No,$359,52
29,3mp,6.1in,Yes,No,$499,66
29,3mp,6.1in,Yes,No,$659,53
29,3mp,6.1in,Yes,Yes,$199,68
29,3mp,6.1in,Yes,Yes,$359,45
29,3mp,6.1in,Yes,Yes,$499,50
29,3mp,6.1in,Yes,Yes,$659,52
29,3mp,6.4in,No,No,$199,42
29,3mp,6.4in,No,No,$359,50
29,3mp,6.4in,No,No,$499,49
29,3mp,6.4in,No,No,$659,49
29,3mp,6.4in,No,Yes,$199,40
29,3mp,6.4in,No,Yes,$359,45
29,3mp,6.4in,No,Yes,$499,46
29,3mp,6.4in,No,Yes,$659,50
29,3mp,6.4in,Yes,No,$199,49
29,3mp,6.4in,Yes,No,$359,53
29,3mp,6.4in,Yes,No,$499,59
29,3mp,6.4in,Yes,No,$659,46
29,3mp,6.4in,Yes,Yes,$199,56
29,3mp,6.4in,Yes,Yes,$359,60
29,3mp,6.4in,Yes,Yes,$499,40
29,3mp,6.4in,Yes,Yes,$659,54
29,8mp,5.8in,No,No,$199,52
29,8mp,5.8in,No,No,$359,42
29,8mp,5.8in,No,No,$499,43
29,8mp,5.8in,No,No,$659,58
29,8mp,5.8in,No,Yes,$199,53
29,8mp,5.8in,No,Yes,$359,60
29,8mp,5.8in,No,Yes,$499,53
29,8mp,5.8in,No,Yes,$659,57
29,8mp,5.8in,Yes,No,$199,57
29,8mp,5.8in,Yes,No,$359,58
29,8mp,5.8in,Yes,No,$499,41
29,8mp,5.8in,Yes,No,$659,35
29,8mp,5.8in,Yes,Yes,$199,59
29,8mp,5.8in,Yes,Yes,$359,63
29,8mp,5.8in,Yes,Yes,$499,59
29,8mp,5.8in,Yes,Yes,$659,56
29,8mp,6.1in,No,No,$199,58
29,8mp,6.1in,No,No,$359,48
29,8mp,6.1in,No,No,$499,57
29,8mp,6.1in,No,No,$659,57
29,8mp,6.1in,No,Yes,$199,61
29,8mp,6.1in,No,Yes,$359,48
29,8mp,6.1in,No,Yes,$499,42
29,8mp,6.1in,No,Yes,$659,36
29,8mp,6.1in,Yes,No,$199,56
29,8mp,6.1in,Yes,No,$359,58
29,8mp,6.1in,Yes,No,$499,52
29,8mp,6.1in,Yes,No,$659,52
29,8mp,6.1in,Yes,Yes,$199,71
29,8mp,6.1in,Yes,Yes,$359,55
29,8mp,6.1in,Yes,Yes,$499,44
29,8mp,6.1in,Yes,Yes,$659,61
29,8mp,6.4in,No,No,$199,65
29,8mp,6.4in,No,No,$359,41
29,8mp,6.4in,No,No,$499,52
29,8mp,6.4in,No,No,$659,40
29,8mp,6.4in,No,Yes,$199,47
29,8mp,6.4in,No,Yes,$359,52
29,8mp,6.4in,No,Yes,$499,59
29,8mp,6.4in,No,Yes,$659,46
29,8mp,6.4in,Yes,No,$199,56
29,8mp,6.4in,Yes,No,$359,40
29,8mp,6.4in,Yes,No,$499,58
29,8mp,6.4in,Yes,No,$659,49
29,8mp,6.4in,Yes,Yes,$199,59
29,8mp,6.4in,Yes,Yes,$359,54
29,8mp,6.4in,Yes,Yes,$499,64
29,8mp,6.4in,Yes,Yes,$659,45
30,12mp,5.8in,No,No,$199,79
30,12mp,5.8in,No,No,$359,64
30,12mp,5.8in,No,No,$499,71
30,12mp,5.8in,No,No,$659,69
30,12mp,5.8in,No,Yes,$199,72
30,12mp,5.8in,No,Yes,$359,68
30,12mp,5.8in,No,Yes,$499,73
30,12mp,5.8in,No,Yes,$659,63
30,12mp,5.8in,Yes,No,$199,79
30,12mp,5.8in,Yes,No,$359,79
30,12mp,5.8in,Yes,No,$499,76
30,12mp,5.8in,Yes,No,$659,65
30,12mp,5.8in,Yes,Yes,$199,80
30,12mp,5.8in,Yes,Yes,$359,66
30,12mp,5.8in,Yes,Yes,$499,70
30,12mp,5.8in,Yes,Yes,$659,70
30,12mp,6.1in,No,No,$199,55
30,12mp,6.1in,No,No,$359,70
30,12mp,6.1in,No,No,$499,62
30,12mp,6.1in,No,No,$659,75
30,12mp,6.1in,No,Yes,$199,65
30,12mp,6.1in,No,Yes,$359,66
30,12mp,6.1in,No,Yes,$499,77
30,12mp,6.1in,No,Yes,$659,73
30,12mp,6.1in,Yes,No,$199,64
30,12mp,6.1in,Yes,No,$359,62
30,12mp,6.1in,Yes,No,$499,79
30,12mp,6.1in,Yes,No,$659,58
30,12mp,6.1in,Yes,Yes,$199,62
30,12mp,6.1in,Yes,Yes,$359,83
30,12mp,6.1in,Yes,Yes,$499,74
30,12mp,6.1in,Yes,Yes,$659,67
30,12mp,6.4in,No,No,$199,64
30,12mp,6.4in,No,No,$359,58
30,12mp,6.4in,No,No,$499,69
30,12mp,6.4in,No,No,$659,78
30,12mp,6.4in,No,Yes,$199,81
30,12mp,6.4in,No,Yes,$359,77
30,12mp,6.4in,No,Yes,$499,70
30,12mp,6.4in,No,Yes,$659,73
30,12mp,6.4in,Yes,No,$199,75
30,12mp,6.4in,Yes,No,$359,75
30,12mp,6.4in,Yes,No,$499,65
30,12mp,6.4in,Yes,No,$659,76
30,12mp,6.4in,Yes,Yes,$199,71
30,12mp,6.4in,Yes,Yes,$359,79
30,12mp,6.4in,Yes,Yes,$499,66
30,12mp,6.4in,Yes,Yes,$659,58
30,3mp,5.8in,No,No,$199,64
30,3mp,5.8in,No,No,$359,66
30,3mp,5.8in,No,No,$499,80
30,3mp,5.8in,No,No,$659,63
30,3mp,5.8in,No,Yes,$199,65
30,3mp,5.8in,No,Yes,$359,71
30,3mp,5.8in,No,Yes,$499,66
30,3mp,5.8in,No,Yes,$659,63
30,3mp,5.8in,Yes,No,$199,69
30,3mp,5.8in,Yes,No,$359,62
30,3mp,5.8in,Yes,No,$499,81
30,3mp,5.8in,Yes,No,$659,60
30,3mp,5.8in,Yes,Yes,$199,81
30,3mp,5.8in,Yes,Yes,$359,73
30,3mp,5.8in,Yes,Yes,$499,61
30,3mp,5.8in,Yes,Yes,$659,62
30,3mp,6.1in,No,No,$199,64
30,3mp,6.1in,No,No,$359,59
30,3mp,6.1in,No,No,$499,82
30,3mp,6.1in,No,No,$659,64
30,3mp,6.1in,No,Yes,$199,72
30,3mp,6.1in,No,Yes,$359,65
30,3mp,6.1in,No,Yes,$499,58
30,3mp,6.1in,No,Yes,$659,70
30,3mp,6.1in,Yes,No,$199,72
30,3mp,6.1in,Yes,No,$359,77
30,3mp,6.1in,Yes,No,$499,75
30,3mp,6.1in,Yes,No,$659,74
30,3mp,6.1in,Yes,Yes,$199,74
30,3mp,6.1in,Yes,Yes,$359,64
30,3mp,6.1in,Yes,Yes,$499,68
30,3mp,6.1in,Yes,Yes,$659,62
30,3mp,6.4in,No,No,$199,72
30,3mp,6.4in,No,No,$359,59
30,3mp,6.4in,No,No,$499,65
30,3mp,6.4in,No,No,$659,55
30,3mp,6.4in,No,Yes,$199,68
30,3mp,6.4in,No,Yes,$359,64
30,3mp,6.4in,No,Yes,$499,57
30,3mp,6.4in,No,Yes,$659,66
30,3mp,6.4in,Yes,No,$199,66
30,3mp,6.4in,Yes,No,$359,55
30,3mp,6.4in,Yes,No,$499,67
30,3mp,6.4in,Yes,No,$659,76
30,3mp,6.4in,Yes,Yes,$199,66
30,3mp,6.4in,Yes,Yes,$359,69
30,3mp,6.4in,Yes,Yes,$499,69
30,3mp,6.4in,Yes,Yes,$659,68
30,8mp,5.8in,No,No,$199,67
30,8mp,5.8in,No,No,$359,68
30,8mp,5.8in,No,No,$499,66
30,8mp,5.8in,No,No,$659,50
30,8mp,5.8in,No,Yes,$199,78
30,8mp,5.8in,No,Yes,$359,71
30,8mp,5.8in,No,Yes,$499,72
30,8mp,5.8in,No,Yes,$659,62
30,8mp,5.8in,Yes,No,$199,73
30,8mp,5.8in,Yes,No,$359,69
30,8mp,5.8in,Yes,No,$499,73
30,8mp,5.8in,Yes,No,$659,53
30,8mp,5.8in,Yes,Yes,$199,71
30,8mp,5.8in,Yes,Yes,$359,77
30,8mp,5.8in,Yes,Yes,$499,65
30,8mp,5.8in,Yes,Yes,$659,66
30,8mp,6.1in,No,No,$199,75
30,8mp,6.1in,No,No,$359,66
30,8mp,6.1in,No,No,$499,57
30,8mp,6.1in,No,No,$659,64
30,8mp,6.1in,No,Yes,$199,73
30,8mp,6.1in,No,Yes,$359,73
30,8mp,6.1in,No,Yes,$499,60
30,8mp,6.1in,No,Yes,$659,57
30,8mp,6.1in,Yes,No,$199,72
30,8mp,6.1in,Yes,No,$359,67
30,8mp,6.1in,Yes,No,$499,63
30,8mp,6.1in,Yes,No,$659,69
30,8mp,6.1in,Yes,Yes,$199,74
30,8mp,6.1in,Yes,Yes,$359,72
30,8mp,6.1in,Yes,Yes,$499,84
30,8mp,6.1in,Yes,Yes,$659,58
30,8mp,6.4in,No,No,$199,72
30,8mp,6.4in,No,No,$359,48
30,8mp,6.4in,No,No,$499,71
30,8mp,6.4in,No,No,$659,61
30,8mp,6.4in,No,Yes,$199,86
30,8mp,6.4in,No,Yes,$359,60
30,8mp,6.4in,No,Yes,$499,61
30,8mp,6.4in,No,Yes,$659,82
30,8mp,6.4in,Yes,No,$199,72
30,8mp,6.4in,Yes,No,$359,76
30,8mp,6.4in,Yes,No,$499,71
30,8mp,6.4in,Yes,No,$659,63
30,8mp,6.4in,Yes,Yes,$199,72
30,8mp,6.4in,Yes,Yes,$359,72
30,8mp,6.4in,Yes,Yes,$499,76
30,8mp,6.4in,Yes,Yes,$659,71
31,12mp,5.8in,No,No,$199,65
31,12mp,5.8in,No,No,$359,52
31,12mp,5.8in,No,No,$499,45
31,12mp,5.8in,No,No,$659,48
31,12mp,5.8in,No,Yes,$199,45
31,12mp,5.8in,No,Yes,$359,53
31,12mp,5.8in,No,Yes,$499,51
31,12mp,5.8in,No,Yes,$659,46
31,12mp,5.8in,Yes,No,$199,61
31,12mp,5.8in,Yes,No,$359,54
31,12mp,5.8in,Yes,No,$499,49
31,12mp,5.8in,Yes,No,$659,50
31,12mp,5.8in,Yes,Yes,$199,64
31,12mp,5.8in,Yes,Yes,$359,54
31,12mp,5.8in,Yes,Yes,$499,49
31,12mp,5.8in,Yes,Yes,$659,61
31,12mp,6.1in,No,No,$199,68
31,12mp,6.1in,No,No,$359,64
31,12mp,6.1in,No,No,$499,54
31,12mp,6.1in,No,No,$659,50
31,12mp,6.1in,No,Yes,$199,63
31,12mp,6.1in,No,Yes,$359,49
31,12mp,6.1in,No,Yes,$499,48
31,12mp,6.1in,No,Yes,$659,60
31,12mp,6.1in,Yes,No,$199,63
31,12mp,6.1in,Yes,No,$359,53
31,12mp,6.1in,Yes,No,$499,46
31,12mp,6.1in,Yes,No,$659,42
31,12mp,6.1in,Yes,Yes,$199,62
31,12mp,6.1in,Yes,Yes,$359,52
31,12mp,6.1in,Yes,Yes,$499,61
31,12mp,6.1in,Yes,Yes,$659,45
31,12mp,6.4in,No,No,$199,52
31,12mp,6.4in,No,No,$359,29
31,12mp,6.4in,No,No,$499,46
31,12mp,6.4in,No,No,$659,55
31,12mp,6.4in,No,Yes,$199,54
31,12mp,6.4in,No,Yes,$359,46
31,12mp,6.4in,No,Yes,$499,62
31,12mp,6.4in,No,Yes,$659,57
31,12mp,6.4in,Yes,No,$199,50
31,12mp,6.4in,Yes,No,$359,66
31,12mp,6.4in,Yes,No,$499,32
31,12mp,6.4in,Yes,No,$659,42
31,12mp,6.4in,Yes,Yes,$199,52
