,participant.id,price,brand,horsepower,upholstery,sunroof,rating
4979,26,"$29,000",Volkswagen,280 HP,Leather,No,48
4980,26,"$29,000",Volkswagen,280 HP,Leather,Yes,60
4981,26,"$29,000",Toyota,220 HP,Cloth,No,50
4982,26,"$29,000",Toyota,220 HP,Cloth,Yes,41
4983,26,"$29,000",Toyota,220 HP,Leather,No,61
4984,26,"$29,000",Toyota,220 HP,Leather,Yes,47
4985,26,"$29,000",Toyota,250 HP,Cloth,No,40
4986,26,"$29,000",Toyota,250 HP,Cloth,Yes,39
4987,26,"$29,000",Toyota,250 HP,Leather,No,55
4988,26,"$29,000",Toyota,250 HP,Leather,Yes,67
4989,26,"$29,000",Toyota,280 HP,Cloth,No,40
4990,26,"$29,000",Toyota,280 HP,Cloth,Yes,59
4991,26,"$29,000",Toyota,280 HP,Leather,No,57
4992,26,"$29,000",Toyota,280 HP,Leather,Yes,49
4993,27,"$23,000",Saturn,220 HP,Cloth,No,49
4994,27,"$23,000",Saturn,220 HP,Cloth,Yes,58
4995,27,"$23,000",Saturn,220 HP,Leather,No,73
4996,27,"$23,000",Saturn,220 HP,Leather,Yes,72
4997,27,"$23,000",Saturn,250 HP,Cloth,No,71
4998,27,"$23,000",Saturn,250 HP,Cloth,Yes,61
4999,27,"$23,000",Saturn,250 HP,Leather,No,61
5000,27,"$23,000",Saturn,250 HP,Leather,Yes,68
5001,27,"$23,000",Saturn,280 HP,Cloth,No,47
5002,27,"$23,000",Saturn,280 HP,Cloth,Yes,65
5003,27,"$23,000",Saturn,280 HP,Leather,No,65
5004,27,"$23,000",Saturn,280 HP,Leather,Yes,73
5005,27,"$23,000",Kia,220 HP,Cloth,No,59
5006,27,"$23,000",Kia,220 HP,Cloth,Yes,57
5007,27,"$23,000",Kia,220 HP,Leather,No,58
5008,27,"$23,000",Kia,220 HP,Leather,Yes,65
5009,27,"$23,000",Kia,250 HP,Cloth,No,70
5010,27,"$23,000",Kia,250 HP,Cloth,Yes,55
5011,27,"$23,000",Kia,250 HP,Leather,No,62
5012,27,"$23,000",Kia,250 HP,Leather,Yes,63
5013,27,"$23,000",Kia,280 HP,Cloth,No,52
5014,27,"$23,000",Kia,280 HP,Cloth,Yes,64
5015,27,"$23,000",Kia,280 HP,Leather,No,58
5016,27,"$23,000",Kia,280 HP,Leather,Yes,57
5017,27,"$23,000",Volkswagen,220 HP,Cloth,No,50
5018,27,"$23,000",Volkswagen,220 HP,Cloth,Yes,66
5019,27,"$23,000",Volkswagen,220 HP,Leather,No,58
5020,27,"$23,000",Volkswagen,220 HP,Leather,Yes,66
5021,27,"$23,000",Volkswagen,250 HP,Cloth,No,75
5022,27,"$23,000",Volkswagen,250 HP,Cloth,Yes,80
5023,27,"$23,000",Volkswagen,250 HP,Leather,No,75
5024,27,"$23,000",Volkswagen,250 HP,Leather,Yes,70
5025,27,"$23,000",Volkswagen,280 HP,Cloth,No,65
5026,27,"$23,000",Volkswagen,280 HP,Cloth,Yes,64
5027,27,"$23,000",Volkswagen,280 HP,Leather,No,53
5028,27,"$23,000",Volkswagen,280 HP,Leather,Yes,59
5029,27,"$23,000",Toyota,220 HP,Cloth,No,61
5030,27,"$23,000",Toyota,220 HP,Cloth,Yes,51
5031,27,"$23,000",Toyota,220 HP,Leather,No,41
5032,27,"$23,000",Toyota,220 HP,Leather,Yes,61
5033,27,"$23,000",Toyota,250 HP,Cloth,No,66
5034,27,"$23,000",Toyota,250 HP,Cloth,Yes,64
5035,27,"$23,000",Toyota,250 HP,Leather,No,62
5036,27,"$23,000",Toyota,250 HP,Leather,Yes,67
5037,27,"$23,000",Toyota,280 HP,Cloth,No,68
5038,27,"$23,000",Toyota,280 HP,Cloth,Yes,57
5039,27,"$23,000",Toyota,280 HP,Leather,No,56
5040,27,"$23,000",Toyota,280 HP,Leather,Yes,63
5041,27,"$25,000",Saturn,220 HP,Cloth,No,50
5042,27,"$25,000",Saturn,220 HP,Cloth,Yes,64
5043,27,"$25,000",Saturn,220 HP,Leather,No,58
5044,27,"$25,000",Saturn,220 HP,Leather,Yes,74
5045,27,"$25,000",Saturn,250 HP,Cloth,No,65
5046,27,"$25,000",Saturn,250 HP,Cloth,Yes,54
5047,27,"$25,000",Saturn,250 HP,Leather,No,50
5048,27,"$25,000",Saturn,250 HP,Leather,Yes,83
5049,27,"$25,000",Saturn,280 HP,Cloth,No,62
5050,27,"$25,000",Saturn,280 HP,Cloth,Yes,69
5051,27,"$25,000",Saturn,280 HP,Leather,No,67
5052,27,"$25,000",Saturn,280 HP,Leather,Yes,55
5053,27,"$25,000",Kia,220 HP,Cloth,No,54
5054,27,"$25,000",Kia,220 HP,Cloth,Yes,50
5055,27,"$25,000",Kia,220 HP,Leather,No,61
5056,27,"$25,000",Kia,220 HP,Leather,Yes,75
5057,27,"$25,000",Kia,250 HP,Cloth,No,67
5058,27,"$25,000",Kia,250 HP,Cloth,Yes,63
5059,27,"$25,000",Kia,250 HP,Leather,No,56
5060,27,"$25,000",Kia,250 HP,Leather,Yes,51
5061,27,"$25,000",Kia,280 HP,Cloth,No,67
5062,27,"$25,000",Kia,280 HP,Cloth,Yes,71
5063,27,"$25,000",Kia,280 HP,Leather,No,64
5064,27,"$25,000",Kia,280 HP,Leather,Yes,77
5065,27,"$25,000",Volkswagen,220 HP,Cloth,No,66
5066,27,"$25,000",Volkswagen,220 HP,Cloth,Yes,53
5067,27,"$25,000",Volkswagen,220 HP,Leather,No,72
5068,27,"$25,000",Volkswagen,220 HP,Leather,Yes,64
5069,27,"$25,000",Volkswagen,250 HP,Cloth,No,49
5070,27,"$25,000",Volkswagen,250 HP,Cloth,Yes,62
5071,27,"$25,000",Volkswagen,250 HP,Leather,No,66
5072,27,"$25,000",Volkswagen,250 HP,Leather,Yes,63
5073,27,"$25,000",Volkswagen,280 HP,Cloth,No,66
5074,27,"$25,000",Volkswagen,280 HP,Cloth,Yes,65
5075,27,"$25,000",Volkswagen,280 HP,Leather,No,69
5076,27,"$25,000",Volkswagen,280 HP,Leather,Yes,71
5077,27,"$25,000",Toyota,220 HP,Cloth,No,75
5078,27,"$25,000",Toyota,220 HP,Cloth,Yes,69
5079,27,"$25,000",Toyota,220 HP,Leather,No,67
5080,27,"$25,000",Toyota,220 HP,Leather,Yes,53
5081,27,"$25,000",Toyota,250 HP,Cloth,No,56
5082,27,"$25,000",Toyota,250 HP,Cloth,Yes,56
5083,27,"$25,000",Toyota,250 HP,Leather,No,53
5084,27,"$25,000",Toyota,250 HP,Leather,Yes,56
5085,27,"$25,000",Toyota,280 HP,Cloth,No,65
5086,27,"$25,000",Toyota,280 HP,Cloth,Yes,72
5087,27,"$25,000",Toyota,280 HP,Leather,No,57
5088,27,"$25,000",Toyota,280 HP,Leather,Yes,51
5089,27,"$27,000",Saturn,220 HP,Cloth,No,49
5090,27,"$27,000",Saturn,220 HP,Cloth,Yes,49
5091,27,"$27,000",Saturn,220 HP,Leather,No,58
5092,27,"$27,000",Saturn,220 HP,Leather,Yes,62
5093,27,"$27,000",Saturn,250 HP,Cloth,No,55
5094,27,"$27,000",Saturn,250 HP,Cloth,Yes,55
5095,27,"$27,000",Saturn,250 HP,Leather,No,62
5096,27,"$27,000",Saturn,250 HP,Leather,Yes,60
5097,27,"$27,000",Saturn,280 HP,Cloth,No,52
5098,27,"$27,000",Saturn,280 HP,Cloth,Yes,70
5099,27,"$27,000",Saturn,280 HP,Leather,No,58
5100,27,"$27,000",Saturn,280 HP,Leather,Yes,65
5101,27,"$27,000",Kia,220 HP,Cloth,No,68
5102,27,"$27,000",Kia,220 HP,Cloth,Yes,63
5103,27,"$27,000",Kia,220 HP,Leather,No,49
5104,27,"$27,000",Kia,220 HP,Leather,Yes,62
5105,27,"$27,000",Kia,250 HP,Cloth,No,50
5106,27,"$27,000",Kia,250 HP,Cloth,Yes,57
5107,27,"$27,000",Kia,250 HP,Leather,No,62
5108,27,"$27,000",Kia,250 HP,Leather,Yes,65
5109,27,"$27,000",Kia,280 HP,Cloth,No,64
5110,27,"$27,000",Kia,280 HP,Cloth,Yes,61
5111,27,"$27,000",Kia,280 HP,Leather,No,59
5112,27,"$27,000",Kia,280 HP,Leather,Yes,55
5113,27,"$27,000",Volkswagen,220 HP,Cloth,No,58
5114,27,"$27,000",Volkswagen,220 HP,Cloth,Yes,84
5115,27,"$27,000",Volkswagen,220 HP,Leather,No,46
5116,27,"$27,000",Volkswagen,220 HP,Leather,Yes,65
5117,27,"$27,000",Volkswagen,250 HP,Cloth,No,72
5118,27,"$27,000",Volkswagen,250 HP,Cloth,Yes,66
5119,27,"$27,000",Volkswagen,250 HP,Leather,No,54
5120,27,"$27,000",Volkswagen,250 HP,Leather,Yes,62
5121,27,"$27,000",Volkswagen,280 HP,Cloth,No,58
5122,27,"$27,000",Volkswagen,280 HP,Cloth,Yes,69
5123,27,"$27,000",Volkswagen,280 HP,Leather,No,57
5124,27,"$27,000",Volkswagen,280 HP,Leather,Yes,77
5125,27,"$27,000",Toyota,220 HP,Cloth,No,57
5126,27,"$27,000",Toyota,220 HP,Cloth,Yes,44
5127,27,"$27,000",Toyota,220 HP,Leather,No,63
5128,27,"$27,000",Toyota,220 HP,Leather,Yes,54
5129,27,"$27,000",Toyota,250 HP,Cloth,No,63
5130,27,"$27,000",Toyota,250 HP,Cloth,Yes,60
5131,27,"$27,000",Toyota,250 HP,Leather,No,84
5132,27,"$27,000",Toyota,250 HP,Leather,Yes,73
5133,27,"$27,000",Toyota,280 HP,Cloth,No,60
5134,27,"$27,000",Toyota,280 HP,Cloth,Yes,54
5135,27,"$27,000",Toyota,280 HP,Leather,No,55
5136,27,"$27,000",Toyota,280 HP,Leather,Yes,71
5137,27,"$29,000",Saturn,220 HP,Cloth,No,59
5138,27,"$29,000",Saturn,220 HP,Cloth,Yes,58
5139,27,"$29,000",Saturn,220 HP,Leather,No,52
5140,27,"$29,000",Saturn,220 HP,Leather,Yes,60
5141,27,"$29,000",Saturn,250 HP,Cloth,No,54
5142,27,"$29,000",Saturn,250 HP,Cloth,Yes,65
5143,27,"$29,000",Saturn,250 HP,Leather,No,52
5144,27,"$29,000",Saturn,250 HP,Leather,Yes,72
5145,27,"$29,000",Saturn,280 HP,Cloth,No,67
5146,27,"$29,000",Saturn,280 HP,Cloth,Yes,75
5147,27,"$29,000",Saturn,280 HP,Leather,No,50
5148,27,"$29,000",Saturn,280 HP,Leather,Yes,70
5149,27,"$29,000",Kia,220 HP,Cloth,No,49
5150,27,"$29,000",Kia,220 HP,Cloth,Yes,57
5151,27,"$29,000",Kia,220 HP,Leather,No,43
5152,27,"$29,000",Kia,220 HP,Leather,Yes,56
5153,27,"$29,000",Kia,250 HP,Cloth,No,43
5154,27,"$29,000",Kia,250 HP,Cloth,Yes,66
5155,27,"$29,000",Kia,250 HP,Leather,No,61
5156,27,"$29,000",Kia,250 HP,Leather,Yes,52
5157,27,"$29,000",Kia,280 HP,Cloth,No,66
5158,27,"$29,000",Kia,280 HP,Cloth,Yes,56
5159,27,"$29,000",Kia,280 HP,Leather,No,69
5160,27,"$29,000",Kia,280 HP,Leather,Yes,57
5161,27,"$29,000",Volkswagen,220 HP,Cloth,No,55
5162,27,"$29,000",Volkswagen,220 HP,Cloth,Yes,66
5163,27,"$29,000",Volkswagen,220 HP,Leather,No,51
5164,27,"$29,000",Volkswagen,220 HP,Leather,Yes,66
5165,27,"$29,000",Volkswagen,250 HP,Cloth,No,51
5166,27,"$29,000",Volkswagen,250 HP,Cloth,Yes,56
5167,27,"$29,000",Volkswagen,250 HP,Leather,No,63
5168,27,"$29,000",Volkswagen,250 HP,Leather,Yes,46
5169,27,"$29,000",Volkswagen,280 HP,Cloth,No,60
5170,27,"$29,000",Volkswagen,280 HP,Cloth,Yes,53
5171,27,"$29,000",Volkswagen,280 HP,Leather,No,54
5172,27,"$29,000",Volkswagen,280 HP,Leather,Yes,50
5173,27,"$29,000",Toyota,220 HP,Cloth,No,54
5174,27,"$29,000",Toyota,220 HP,Cloth,Yes,70
5175,27,"$29,000",Toyota,220 HP,Leather,No,65
5176,27,"$29,000",Toyota,220 HP,Leather,Yes,67
5177,27,"$29,000",Toyota,250 HP,Cloth,No,52
5178,27,"$29,000",Toyota,250 HP,Cloth,Yes,54
5179,27,"$29,000",Toyota,250 HP,Leather,No,53
5180,27,"$29,000",Toyota,250 HP,Leather,Yes,72
5181,27,"$29,000",Toyota,280 HP,Cloth,No,66
5182,27,"$29,000",Toyota,280 HP,Cloth,Yes,66
5183,27,"$29,000",Toyota,280 HP,Leather,No,69
5184,27,"$29,000",Toyota,280 HP,Leather,Yes,63
5185,28,"$23,000",Saturn,220 HP,Cloth,No,64
5186,28,"$23,000",Saturn,220 HP,Cloth,Yes,54
5187,28,"$23,000",Saturn,220 HP,Leather,No,61
5188,28,"$23,000",Saturn,220 HP,Leather,Yes,66
5189,28,"$23,000",Saturn,250 HP,Cloth,No,55
5190,28,"$23,000",Saturn,250 HP,Cloth,Yes,45
5191,28,"$23,000",Saturn,250 HP,Leather,No,74
5192,28,"$23,000",Saturn,250 HP,Leather,Yes,45
5193,28,"$23,000",Saturn,280 HP,Cloth,No,36
5194,28,"$23,000",Saturn,280 HP,Cloth,Yes,45
5195,28,"$23,000",Saturn,280 HP,Leather,No,52
5196,28,"$23,000",Saturn,280 HP,Leather,Yes,50
5197,28,"$23,000",Kia,220 HP,Cloth,No,41
5198,28,"$23,000",Kia,220 HP,Cloth,Yes,53
5199,28,"$23,000",Kia,220 HP,Leather,No,48
5200,28,"$23,000",Kia,220 HP,Leather,Yes,44
5201,28,"$23,000",Kia,250 HP,Cloth,No,53
5202,28,"$23,000",Kia,250 HP,Cloth,Yes,61
5203,28,"$23,000",Kia,250 HP,Leather,No,44
5204,28,"$23,000",Kia,250 HP,Leather,Yes,64
5205,28,"$23,000",Kia,280 HP,Cloth,No,52
5206,28,"$23,000",Kia,280 HP,Cloth,Yes,63
5207,28,"$23,000",Kia,280 HP,Leather,No,49
5208,28,"$23,000",Kia,280 HP,Leather,Yes,58
5209,28,"$23,000",Volkswagen,220 HP,Cloth,No,39
5210,28,"$23,000",Volkswagen,220 HP,Cloth,Yes,62
5211,28,"$23,000",Volkswagen,220 HP,Leather,No,59
5212,28,"$23,000",Volkswagen,220 HP,Leather,Yes,62
5213,28,"$23,000",Volkswagen,250 HP,Cloth,No,50
5214,28,"$23,000",Volkswagen,250 HP,Cloth,Yes,55
5215,28,"$23,000",Volkswagen,250 HP,Leather,No,61
5216,28,"$23,000",Volkswagen,250 HP,Leather,Yes,53
5217,28,"$23,000",Volkswagen,280 HP,Cloth,No,68
5218,28,"$23,000",Volkswagen,280 HP,Cloth,Yes,60
5219,28,"$23,000",Volkswagen,280 HP,Leather,No,52
5220,28,"$23,000",Volkswagen,280 HP,Leather,Yes,72
5221,28,"$23,000",Toyota,220 HP,Cloth,No,69
5222,28,"$23,000",Toyota,220 HP,Cloth,Yes,44
5223,28,"$23,000",Toyota,220 HP,Leather,No,48
5224,28,"$23,000",Toyota,220 HP,Leather,Yes,62
5225,28,"$23,000",Toyota,250 HP,Cloth,No,61
5226,28,"$23,000",Toyota,250 HP,Cloth,Yes,38
5227,28,"$23,000",Toyota,250 HP,Leather,No,57
5228,28,"$23,000",Toyota,250 HP,Leather,Yes,62
5229,28,"$23,000",Toyota,280 HP,Cloth,No,48
5230,28,"$23,000",Toyota,280 HP,Cloth,Yes,58
5231,28,"$23,000",Toyota,280 HP,Leather,No,48
5232,28,"$23,000",Toyota,280 HP,Leather,Yes,56
5233,28,"$25,000",Saturn,220 HP,Cloth,No,43
5234,28,"$25,000",Saturn,220 HP,Cloth,Yes,54
5235,28,"$25,000",Saturn,220 HP,Leather,No,54
5236,28,"$25,000",Saturn,220 HP,Leather,Yes,63
5237,28,"$25,000",Saturn,250 HP,Cloth,No,46
5238,28,"$25,000",Saturn,250 HP,Cloth,Yes,55
5239,28,"$25,000",Saturn,250 HP,Leather,No,46
5240,28,"$25,000",Saturn,250 HP,Leather,Yes,58
5241,28,"$25,000",Saturn,280 HP,Cloth,No,59
5242,28,"$25,000",Saturn,280 HP,Cloth,Yes,61
5243,28,"$25,000",Saturn,280 HP,Leather,No,65
5244,28,"$25,000",Saturn,280 HP,Leather,Yes,59
5245,28,"$25,000",Kia,220 HP,Cloth,No,47
5246,28,"$25,000",Kia,220 HP,Cloth,Yes,46
5247,28,"$25,000",Kia,220 HP,Leather,No,56
5248,28,"$25,000",Kia,220 HP,Leather,Yes,51
5249,28,"$25,000",Kia,250 HP,Cloth,No,55
5250,28,"$25,000",Kia,250 HP,Cloth,Yes,50
5251,28,"$25,000",Kia,250 HP,Leather,No,54
5252,28,"$25,000",Kia,250 HP,Leather,Yes,46
5253,28,"$25,000",Kia,280 HP,Cloth,No,60
5254,28,"$25,000",Kia,280 HP,Cloth,Yes,50
5255,28,"$25,000",Kia,280 HP,Leather,No,49
5256,28,"$25,000",Kia,280 HP,Leather,Yes,53
5257,28,"$25,000",Volkswagen,220 HP,Cloth,No,51
5258,28,"$25,000",Volkswagen,220 HP,Cloth,Yes,49
5259,28,"$25,000",Volkswagen,220 HP,Leather,No,56
5260,28,"$25,000",Volkswagen,220 HP,Leather,Yes,54
5261,28,"$25,000",Volkswagen,250 HP,Cloth,No,51
5262,28,"$25,000",Volkswagen,250 HP,Cloth,Yes,53
5263,28,"$25,000",Volkswagen,250 HP,Leather,No,55
5264,28,"$25,000",Volkswagen,250 HP,Leather,Yes,67
5265,28,"$25,000",Volkswagen,280 HP,Cloth,No,59
5266,28,"$25,000",Volkswagen,280 HP,Cloth,Yes,59
5267,28,"$25,000",Volkswagen,280 HP,Leather,No,56
5268,28,"$25,000",Volkswagen,280 HP,Leather,Yes,58
5269,28,"$25,000",Toyota,220 HP,Cloth,No,50
5270,28,"$25,000",Toyota,220 HP,Cloth,Yes,61
5271,28,"$25,000",Toyota,220 HP,Leather,No,52
5272,28,"$25,000",Toyota,220 HP,Leather,Yes,63
5273,28,"$25,000",Toyota,250 HP,Cloth,No,52
5274,28,"$25,000",Toyota,250 HP,Cloth,Yes,57
5275,28,"$25,000",Toyota,250 HP,Leather,No,62
5276,28,"$25,000",Toyota,250 HP,Leather,Yes,64
5277,28,"$25,000",Toyota,280 HP,Cloth,No,53
5278,28,"$25,000",Toyota,280 HP,Cloth,Yes,48
5279,28,"$25,000",Toyota,280 HP,Leather,No,50
5280,28,"$25,000",Toyota,280 HP,Leather,Yes,62
5281,28,"$27,000",Saturn,220 HP,Cloth,No,49
5282,28,"$27,000",Saturn,220 HP,Cloth,Yes,55
5283,28,"$27,000",Saturn,220 HP,Leather,No,51
5284,28,"$27,000",Saturn,220 HP,Leather,Yes,59
5285,28,"$27,000",Saturn,250 HP,Cloth,No,40
5286,28,"$27,000",Saturn,250 HP,Cloth,Yes,43
5287,28,"$27,000",Saturn,250 HP,Leather,No,53
5288,28,"$27,000",Saturn,250 HP,Leather,Yes,54
5289,28,"$27,000",Saturn,280 HP,Cloth,No,44
5290,28,"$27,000",Saturn,280 HP,Cloth,Yes,44
5291,28,"$27,000",Saturn,280 HP,Leather,No,57
5292,28,"$27,000",Saturn,280 HP,Leather,Yes,59
5293,28,"$27,000",Kia,220 HP,Cloth,No,59
5294,28,"$27,000",Kia,220 HP,Cloth,Yes,59
5295,28,"$27,000",Kia,220 HP,Leather,No,53
5296,28,"$27,000",Kia,220 HP,Leather,Yes,55
5297,28,"$27,000",Kia,250 HP,Cloth,No,54
5298,28,"$27,000",Kia,250 HP,Cloth,Yes,50
5299,28,"$27,000",Kia,250 HP,Leather,No,61
5300,28,"$27,000",Kia,250 HP,Leather,Yes,60
5301,28,"$27,000",Kia,280 HP,Cloth,No,49
5302,28,"$27,000",Kia,280 HP,Cloth,Yes,46
5303,28,"$27,000",Kia,280 HP,Leather,No,41
5304,28,"$27,000",Kia,280 HP,Leather,Yes,53
5305,28,"$27,000",Volkswagen,220 HP,Cloth,No,43
5306,28,"$27,000",Volkswagen,220 HP,Cloth,Yes,56
5307,28,"$27,000",Volkswagen,220 HP,Leather,No,54
5308,28,"$27,000",Volkswagen,220 HP,Leather,Yes,53
5309,28,"$27,000",Volkswagen,250 HP,Cloth,No,45
5310,28,"$27,000",Volkswagen,250 HP,Cloth,Yes,49
5311,28,"$27,000",Volkswagen,250 HP,Leather,No,49
5312,28,"$27,000",Volkswagen,250 HP,Leather,Yes,46
5313,28,"$27,000",Volkswagen,280 HP,Cloth,No,43
5314,28,"$27,000",Volkswagen,280 HP,Cloth,Yes,59
5315,28,"$27,000",Volkswagen,280 HP,Leather,No,47
5316,28,"$27,000",Volkswagen,280 HP,Leather,Yes,61
5317,28,"$27,000",Toyota,220 HP,Cloth,No,34
5318,28,"$27,000",Toyota,220 HP,Cloth,Yes,44
5319,28,"$27,000",Toyota,220 HP,Leather,No,59
5320,28,"$27,000",Toyota,220 HP,Leather,Yes,52
5321,28,"$27,000",Toyota,250 HP,Cloth,No,61
5322,28,"$27,000",Toyota,250 HP,Cloth,Yes,57
5323,28,"$27,000",Toyota,250 HP,Leather,No,48
5324,28,"$27,000",Toyota,250 HP,Leather,Yes,58
5325,28,"$27,000",Toyota,280 HP,Cloth,No,50
5326,28,"$27,000",Toyota,280 HP,Cloth,Yes,53
5327,28,"$27,000",Toyota,280 HP,Leather,No,62
5328,28,"$27,000",Toyota,280 HP,Leather,Yes,44
5329,28,"$29,000",Saturn,220 HP,Cloth,No,52
5330,28,"$29,000",Saturn,220 HP,Cloth,Yes,51
5331,28,"$29,000",Saturn,220 HP,Leather,No,55
5332,28,"$29,000",Saturn,220 HP,Leather,Yes,53
5333,28,"$29,000",Saturn,250 HP,Cloth,No,39
5334,28,"$29,000",Saturn,250 HP,Cloth,Yes,58
5335,28,"$29,000",Saturn,250 HP,Leather,No,47
5336,28,"$29,000",Saturn,250 HP,Leather,Yes,54
5337,28,"$29,000",Saturn,280 HP,Cloth,No,46
5338,28,"$29,000",Saturn,280 HP,Cloth,Yes,53
5339,28,"$29,000",Saturn,280 HP,Leather,No,44
5340,28,"$29,000",Saturn,280 HP,Leather,Yes,63
5341,28,"$29,000",Kia,220 HP,Cloth,No,56
5342,28,"$29,000",Kia,220 HP,Cloth,Yes,52
5343,28,"$29,000",Kia,220 HP,Leather,No,39
5344,28,"$29,000",Kia,220 HP,Leather,Yes,47
5345,28,"$29,000",Kia,250 HP,Cloth,No,47
5346,28,"$29,000",Kia,250 HP,Cloth,Yes,61
5347,28,"$29,000",Kia,250 HP,Leather,No,46
5348,28,"$29,000",Kia,250 HP,Leather,Yes,49
5349,28,"$29,000",Kia,280 HP,Cloth,No,41
5350,28,"$29,000",Kia,280 HP,Cloth,Yes,53
5351,28,"$29,000",Kia,280 HP,Leather,No,46
5352,28,"$29,000",Kia,280 HP,Leather,Yes,53
5353,28,"$29,000",Volkswagen,220 HP,Cloth,No,42
5354,28,"$29,000",Volkswagen,220 HP,Cloth,Yes,50
5355,28,"$29,000",Volkswagen,220 HP,Leather,No,62
5356,28,"$29,000",Volkswagen,220 HP,Leather,Yes,51
5357,28,"$29,000",Volkswagen,250 HP,Cloth,No,63
5358,28,"$29,000",Volkswagen,250 HP,Cloth,Yes,40
5359,28,"$29,000",Volkswagen,250 HP,Leather,No,41
5360,28,"$29,000",Volkswagen,250 HP,Leather,Yes,54
5361,28,"$29,000",Volkswagen,280 HP,Cloth,No,51
5362,28,"$29,000",Volkswagen,280 HP,Cloth,Yes,62
5363,28,"$29,000",Volkswagen,280 HP,Leather,No,53
5364,28,"$29,000",Volkswagen,280 HP,Leather,Yes,53
5365,28,"$29,000",Toyota,220 HP,Cloth,No,46
5366,28,"$29,000",Toyota,220 HP,Cloth,Yes,56
5367,28,"$29,000",Toyota,220 HP,Leather,No,60
5368,28,"$29,000",Toyota,220 HP,Leather,Yes,51
5369,28,"$29,000",Toyota,250 HP,Cloth,No,49
5370,28,"$29,000",Toyota,250 HP,Cloth,Yes,61
5371,28,"$29,000",Toyota,250 HP,Leather,No,57
5372,28,"$29,000",Toyota,250 HP,Leather,Yes,65
5373,28,"$29,000",Toyota,280 HP,Cloth,No,49
5374,28,"$29,000",Toyota,280 HP,Cloth,Yes,49
5375,28,"$29,000",Toyota,280 HP,Leather,No,53
5376,28,"$29,000",Toyota,280 HP,Leather,Yes,69
5377,29,"$23,000",Saturn,220 HP,Cloth,No,52
5378,29,"$23,000",Saturn,220 HP,Cloth,Yes,56
5379,29,"$23,000",Saturn,220 HP,Leather,No,63
5380,29,"$23,000",Saturn,220 HP,Leather,Yes,49
5381,29,"$23,000",Saturn,250 HP,Cloth,No,61
5382,29,"$23,000",Saturn,250 HP,Cloth,Yes,42
5383,29,"$23,000",Saturn,250 HP,Leather,No,45
5384,29,"$23,000",Saturn,250 HP,Leather,Yes,53
5385,29,"$23,000",Saturn,280 HP,Cloth,No,63
5386,29,"$23,000",Saturn,280 HP,Cloth,Yes,61
5387,29,"$23,000",Saturn,280 HP,Leather,No,57
5388,29,"$23,000",Saturn,280 HP,Leather,Yes,54
5389,29,"$23,000",Kia,220 HP,Cloth,No,65
5390,29,"$23,000",Kia,220 HP,Cloth,Yes,42
5391,29,"$23,000",Kia,220 HP,Leather,No,61
5392,29,"$23,000",Kia,220 HP,Leather,Yes,44
5393,29,"$23,000",Kia,250 HP,Cloth,No,43
5394,29,"$23,000",Kia,250 HP,Cloth,Yes,51
5395,29,"$23,000",Kia,250 HP,Leather,No,42
5396,29,"$23,000",Kia,250 HP,Leather,Yes,44
5397,29,"$23,000",Kia,280 HP,Cloth,No,43
5398,29,"$23,000",Kia,280 HP,Cloth,Yes,43
5399,29,"$23,000",Kia,280 HP,Leather,No,58
5400,29,"$23,000",Kia,280 HP,Leather,Yes,60
5401,29,"$23,000",Volkswagen,220 HP,Cloth,No,49
5402,29,"$23,000",Volkswagen,220 HP,Cloth,Yes,51
5403,29,"$23,000",Volkswagen,220 HP,Leather,No,42
5404,29,"$23,000",Volkswagen,220 HP,Leather,Yes,53
5405,29,"$23,000",Volkswagen,250 HP,Cloth,No,46
5406,29,"$23,000",Volkswagen,250 HP,Cloth,Yes,54
5407,29,"$23,000",Volkswagen,250 HP,Leather,No,49
5408,29,"$23,000",Volkswagen,250 HP,Leather,Yes,58
5409,29,"$23,000",Volkswagen,280 HP,Cloth,No,60
5410,29,"$23,000",Volkswagen,280 HP,Cloth,Yes,43
5411,29,"$23,000",Volkswagen,280 HP,Leather,No,60
5412,29,"$23,000",Volkswagen,280 HP,Leather,Yes,61
5413,29,"$23,000",Toyota,220 HP,Cloth,No,50
5414,29,"$23,000",Toyota,220 HP,Cloth,Yes,52
5415,29,"$23,000",Toyota,220 HP,Leather,No,48
5416,29,"$23,000",Toyota,220 HP,Leather,Yes,41
5417,29,"$23,000",Toyota,250 HP,Cloth,No,59
5418,29,"$23,000",Toyota,250 HP,Cloth,Yes,62
5419,29,"$23,000",Toyota,250 HP,Leather,No,62
5420,29,"$23,000",Toyota,250 HP,Leather,Yes,52
5421,29,"$23,000",Toyota,280 HP,Cloth,No,63
5422,29,"$23,000",Toyota,280 HP,Cloth,Yes,55
5423,29,"$23,000",Toyota,280 HP,Leather,No,47
5424,29,"$23,000",Toyota,280 HP,Leather,Yes,56
5425,29,"$25,000",Saturn,220 HP,Cloth,No,49
5426,29,"$25,000",Saturn,220 HP,Cloth,Yes,55
5427,29,"$25,000",Saturn,220 HP,Leather,No,56
5428,29,"$25,000",Saturn,220 HP,Leather,Yes,66
5429,29,"$25,000",Saturn,250 HP,Cloth,No,50
5430,29,"$25,000",Saturn,250 HP,Cloth,Yes,60
5431,29,"$25,000",Saturn,250 HP,Leather,No,65
5432,29,"$25,000",Saturn,250 HP,Leather,Yes,60
